Employee_ID,First_Name,Last_Name,Age,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Department,Region
EMP1205,Heidi,Jones,30.0,Active,2020-06-07,70705.45,heidi.jones@example.com,(150) 937-7099,Good,False,Admin,New York
EMP1206,Alice,Garcia,35.0,Pending,2022-02-10,60797.69,alice.garcia@example.com,(409) 013-8068,Average,True,Sales,New York
EMP1207,Charlie,Brown,40.0,Inactive,2023-10-17,100371.0,charlie.brown@example.com,(847) 759-6554,Poor,True,Cloud Tech,Florida
EMP1208,Eva,Miller,40.0,Active,2021-09-25,117591.76,eva.miller@example.com,(535) 669-0550,Good,False,Admin,Illinois
EMP1209,David,Jones,35.0,Inactive,2022-08-03,103860.7,david.jones@example.com,(076) 209-1842,Average,True,DevOps,Illinois
EMP1210,Grace,Davis,30.0,Active,2024-11-22,67500.22,grace.davis@example.com,(579) 786-3049,Average,True,Admin,Illinois
EMP1211,Frank,Davis,30.0,Pending,2024-10-09,58727.44,frank.davis@example.com,(505) 739-7690,Poor,True,Cloud Tech,Nevada
EMP1212,Charlie,Jones,35.0,Active,2024-08-28,80623.08,charlie.jones@example.com,(567) 164-9327,Excellent,True,Finance,Illinois
EMP1213,David,Davis,40.0,Inactive,2020-04-19,77751.78,david.davis@example.com,(980) 271-4871,Excellent,False,HR,Texas
EMP1214,Grace,Williams,25.0,Active,2021-10-14,115157.81,grace.williams@example.com,(717) 833-3210,Good,False,HR,New York
EMP1215,Frank,Jones,30.0,Inactive,2024-08-26,83071.85,frank.jones@example.com,(602) 564-3470,Poor,False,Admin,Texas
EMP1216,Heidi,Brown,40.0,Active,2020-02-08,67914.67,heidi.brown@example.com,(287) 153-9914,Excellent,True,Sales,Texas
EMP1217,Grace,Jones,25.0,Inactive,2020-09-06,53342.46,grace.jones@example.com,(668) 633-4140,Poor,False,HR,New York
EMP1218,Heidi,Garcia,25.0,Pending,2023-01-02,51150.47,heidi.garcia@example.com,(115) 931-9524,Excellent,False,Cloud Tech,Florida
EMP1219,David,Davis,30.0,Active,2023-06-13,74697.12,david.davis@example.com,(690) 409-8365,Average,True,HR,Florida
EMP1220,Charlie,Williams,25.0,Active,2022-12-13,88085.74,charlie.williams@example.com,(552) 899-3159,Excellent,True,Sales,California
EMP1221,Alice,Williams,40.0,Pending,2022-03-03,118672.76,alice.williams@example.com,(875) 243-7728,Poor,False,Finance,Texas
EMP1222,Alice,Miller,35.0,Active,2024-02-10,95997.31,alice.miller@example.com,(420) 954-8148,Average,False,Cloud Tech,California
EMP1223,Frank,Brown,30.0,Pending,2021-11-24,106945.62,frank.brown@example.com,(737) 460-5232,Average,False,Cloud Tech,California
EMP1224,Heidi,Johnson,40.0,Active,2020-05-09,100123.15,heidi.johnson@example.com,(027) 642-0864,Average,False,DevOps,New York
EMP1225,Alice,Johnson,35.0,Active,2024-12-19,52933.42,alice.johnson@example.com,(675) 661-8442,Poor,True,Admin,Texas
EMP1226,Grace,Jones,35.0,Active,2024-03-22,95283.03,grace.jones@example.com,(861) 259-0471,Good,False,Finance,California
EMP1227,Alice,Miller,35.0,Inactive,2022-06-13,112264.06,alice.miller@example.com,(927) 742-3329,Good,False,HR,Texas
EMP1228,Grace,Smith,35.0,Pending,2022-10-15,75714.28,grace.smith@example.com,(591) 266-2014,Good,True,Admin,Florida
EMP1229,Eva,Jones,25.0,Active,2022-05-31,92171.73,eva.jones@example.com,(720) 185-9625,Poor,False,DevOps,Florida
EMP1230,Eva,Miller,35.0,Inactive,2023-09-15,70694.8,eva.miller@example.com,(301) 367-4925,Average,True,Cloud Tech,Texas
EMP1231,Grace,Brown,30.0,Inactive,2022-07-04,52964.86,grace.brown@example.com,(176) 475-0110,Good,True,DevOps,Florida
EMP1232,Frank,Brown,35.0,Pending,2024-06-08,116353.31,frank.brown@example.com,(178) 309-9973,Poor,True,Finance,California
EMP1233,Grace,Brown,35.0,Pending,2020-11-23,116695.26,grace.brown@example.com,(192) 676-4920,Good,False,Sales,Nevada
EMP1234,Heidi,Brown,25.0,Active,2024-05-13,95161.4,heidi.brown@example.com,(518) 260-6887,Excellent,False,Admin,Texas
EMP1235,Alice,Brown,30.0,Inactive,2022-01-29,76040.94,alice.brown@example.com,(718) 981-3128,Good,True,Admin,Nevada
EMP1236,Charlie,Miller,30.0,Inactive,2023-08-23,69508.28,charlie.miller@example.com,(208) 751-0292,Good,False,HR,Florida
EMP1237,Alice,Miller,30.0,Inactive,2023-02-24,58243.27,alice.miller@example.com,(218) 401-1844,Average,False,Finance,Illinois
EMP1238,Heidi,Williams,30.0,Pending,2022-10-02,64012.48,heidi.williams@example.com,(826) 034-0847,Poor,True,Sales,California
EMP1239,Bob,Garcia,40.0,Inactive,2020-06-28,106735.93,bob.garcia@example.com,(729) 758-5987,Average,True,Admin,Nevada
EMP1240,Frank,Johnson,35.0,Pending,2023-01-15,70325.36,frank.johnson@example.com,(310) 303-2431,Average,False,DevOps,Texas
EMP1241,Charlie,Davis,30.0,Active,2020-09-05,118959.28,charlie.davis@example.com,(983) 954-2960,Average,True,HR,Illinois
EMP1242,David,Brown,40.0,Pending,2023-03-18,75823.78,david.brown@example.com,(844) 626-7145,Average,False,Cloud Tech,California
EMP1243,Charlie,Smith,30.0,Inactive,2022-03-26,119971.65,charlie.smith@example.com,(283) 143-5988,Average,False,Cloud Tech,Texas
EMP1244,Grace,Davis,40.0,Active,2021-10-11,94963.7,grace.davis@example.com,(262) 566-0930,Good,False,Sales,Texas
EMP1245,Frank,Miller,30.0,Pending,2021-01-07,103744.71,frank.miller@example.com,(418) 186-1514,Average,False,Sales,Nevada
EMP1246,Alice,Smith,25.0,Inactive,2020-12-03,61337.69,alice.smith@example.com,(542) 340-1635,Average,True,Sales,New York
EMP1247,David,Smith,35.0,Active,2021-05-28,63741.13,david.smith@example.com,(112) 849-7184,Poor,True,Sales,California
EMP1248,Eva,Smith,30.0,Pending,2022-12-28,56539.99,eva.smith@example.com,(948) 491-0255,Excellent,True,DevOps,California
EMP1249,Charlie,Williams,30.0,Pending,2023-05-24,73633.37,charlie.williams@example.com,(258) 896-7923,Good,True,DevOps,Illinois
EMP1250,Alice,Miller,25.0,Pending,2024-04-28,90373.99,alice.miller@example.com,(082) 226-9404,Good,False,Cloud Tech,Texas
EMP1251,Grace,Smith,32.5,Inactive,2024-12-25,93901.48,grace.smith@example.com,(396) 727-5783,Good,False,DevOps,Texas
EMP1252,Eva,Brown,40.0,Inactive,2021-09-01,81748.09,eva.brown@example.com,(468) 341-4650,Average,True,Admin,Nevada
EMP1253,Charlie,Jones,40.0,Inactive,2021-02-21,73813.48,charlie.jones@example.com,(113) 129-0147,Average,False,Finance,Florida
EMP1254,Frank,Smith,35.0,Inactive,2022-11-20,89315.59,frank.smith@example.com,(706) 827-7880,Average,False,Finance,New York
EMP1255,Heidi,Williams,25.0,Active,2020-10-15,56776.82,heidi.williams@example.com,(609) 306-8537,Poor,False,HR,Florida
EMP1256,Grace,Davis,35.0,Active,2024-07-24,72920.51,grace.davis@example.com,(909) 728-3214,Excellent,True,Finance,New York
EMP1257,Frank,Miller,30.0,Pending,2022-08-14,84913.18,frank.miller@example.com,(285) 067-6250,Average,True,Admin,Florida
EMP1258,Alice,Garcia,25.0,Inactive,2021-05-08,65060.11,alice.garcia@example.com,(538) 144-7442,Excellent,True,Finance,Illinois
EMP1259,Alice,Williams,35.0,Pending,2023-10-09,82941.08,alice.williams@example.com,(096) 348-0796,Poor,False,Finance,Illinois
EMP1260,Bob,Smith,40.0,Pending,2022-01-19,103469.97,bob.smith@example.com,(050) 975-4509,Good,True,Admin,California
EMP1261,Grace,Miller,25.0,Active,2022-01-12,88725.6,grace.miller@example.com,(526) 501-6730,Average,True,Sales,Illinois
EMP1262,Heidi,Jones,30.0,Pending,2023-06-05,58316.77,heidi.jones@example.com,(882) 617-0242,Excellent,True,HR,Illinois
EMP1263,Grace,Smith,35.0,Inactive,2024-03-26,60098.72,grace.smith@example.com,(765) 456-2840,Excellent,True,HR,Illinois
EMP1264,Grace,Williams,30.0,Active,2020-10-07,99951.43,grace.williams@example.com,(772) 256-0530,Average,True,Cloud Tech,Texas
EMP1265,Heidi,Johnson,30.0,Active,2021-11-02,115195.81,heidi.johnson@example.com,(340) 266-5022,Good,True,Sales,Illinois
EMP1266,Grace,Brown,32.5,Pending,2021-11-19,85512.05,grace.brown@example.com,(741) 678-7255,Good,False,DevOps,California
EMP1267,Heidi,Garcia,30.0,Active,2022-01-24,73186.77,heidi.garcia@example.com,(862) 110-2257,Good,False,HR,Florida
EMP1268,Grace,Davis,30.0,Pending,2023-07-12,51865.3,grace.davis@example.com,(030) 569-0673,Poor,True,HR,Nevada
EMP1269,David,Williams,25.0,Active,2022-12-09,94031.77,david.williams@example.com,(471) 639-2822,Excellent,True,Sales,Florida
EMP1270,Grace,Miller,30.0,Active,2023-03-18,116374.36,grace.miller@example.com,(414) 363-7188,Excellent,False,DevOps,New York
EMP1271,Alice,Garcia,40.0,Active,2022-04-25,98335.02,alice.garcia@example.com,(239) 231-2603,Excellent,False,HR,Florida
EMP1272,Heidi,Garcia,25.0,Pending,2021-02-28,89262.07,heidi.garcia@example.com,(326) 093-1065,Poor,True,DevOps,New York
EMP1273,Heidi,Garcia,35.0,Active,2022-07-30,113848.69,heidi.garcia@example.com,(843) 356-7085,Excellent,True,Finance,California
EMP1274,Frank,Smith,35.0,Active,2021-05-19,69530.45,frank.smith@example.com,(041) 454-5634,Poor,True,Sales,Florida
EMP1275,Eva,Brown,35.0,Pending,2023-12-14,84230.22,eva.brown@example.com,(020) 005-3473,Good,True,DevOps,New York
EMP1276,Eva,Smith,35.0,Pending,2023-01-17,76578.59,eva.smith@example.com,(916) 247-5540,Average,False,Cloud Tech,Illinois
EMP1277,Frank,Miller,30.0,Inactive,2024-01-02,55532.06,frank.miller@example.com,(108) 255-5988,Excellent,True,HR,Texas
EMP1278,Eva,Smith,40.0,Pending,2021-07-09,115311.68,eva.smith@example.com,(534) 396-1128,Excellent,True,Admin,New York
EMP1279,Charlie,Johnson,25.0,Pending,2021-05-05,66972.06,charlie.johnson@example.com,(109) 337-1188,Good,True,Sales,Nevada
EMP1280,David,Brown,30.0,Inactive,2021-11-07,100215.06,david.brown@example.com,(547) 382-0235,Average,True,Cloud Tech,Texas
EMP1281,Charlie,Brown,25.0,Inactive,2023-08-30,115452.25,charlie.brown@example.com,(848) 557-1616,Poor,False,Sales,New York
EMP1282,Heidi,Miller,30.0,Inactive,2023-08-15,54141.38,heidi.miller@example.com,(688) 029-4239,Average,False,HR,California
EMP1283,David,Davis,32.5,Active,2020-12-24,79251.95,david.davis@example.com,(903) 678-8126,Good,False,DevOps,Nevada
EMP1284,Alice,Johnson,40.0,Pending,2024-11-21,114822.78,alice.johnson@example.com,(868) 669-4319,Good,True,Finance,New York
EMP1285,Alice,Williams,35.0,Active,2021-11-17,69919.32,alice.williams@example.com,(293) 908-7883,Average,True,Sales,Illinois
EMP1286,Heidi,Smith,30.0,Inactive,2021-01-29,106616.97,heidi.smith@example.com,(434) 481-2307,Poor,False,Sales,Florida
EMP1287,Heidi,Jones,35.0,Active,2024-02-17,73597.85,heidi.jones@example.com,(340) 242-4032,Poor,True,DevOps,New York
EMP1288,David,Smith,30.0,Inactive,2024-08-20,79939.23,david.smith@example.com,(810) 595-5183,Excellent,True,Sales,Nevada
EMP1289,Grace,Garcia,25.0,Inactive,2021-10-24,88000.88500000001,grace.garcia@example.com,(269) 450-0533,Poor,False,Admin,New York
EMP1290,Grace,Smith,30.0,Inactive,2021-09-10,90772.25,grace.smith@example.com,(240) 891-6497,Average,False,Finance,California
EMP1291,Eva,Williams,35.0,Active,2023-09-29,58275.74,eva.williams@example.com,(373) 543-9626,Good,False,DevOps,New York
EMP1292,Grace,Smith,32.5,Pending,2020-08-28,94709.79,grace.smith@example.com,(365) 271-7271,Excellent,False,DevOps,California
EMP1293,Frank,Johnson,30.0,Active,2022-09-06,60722.99,frank.johnson@example.com,(239) 724-0421,Excellent,True,Admin,New York
EMP1294,Frank,Johnson,40.0,Inactive,2024-03-31,87626.24,frank.johnson@example.com,(693) 121-6375,Good,True,DevOps,Illinois
EMP1295,David,Brown,30.0,Active,2022-12-12,81272.36,david.brown@example.com,(182) 091-6600,Poor,False,DevOps,Illinois
EMP1296,Bob,Miller,30.0,Pending,2022-11-01,64150.97,bob.miller@example.com,(002) 314-2899,Good,True,Cloud Tech,Texas
EMP1297,Charlie,Davis,35.0,Active,2023-10-25,64378.1,charlie.davis@example.com,(185) 132-7971,Poor,False,Sales,Florida
EMP1298,Bob,Jones,35.0,Inactive,2020-09-27,85927.35,bob.jones@example.com,(457) 230-8480,Good,False,Finance,Texas
EMP1299,Alice,Garcia,35.0,Inactive,2024-01-21,51523.93,alice.garcia@example.com,(001) 841-8619,Average,True,Finance,Nevada
EMP1300,Alice,Smith,30.0,Active,2022-05-17,74117.02,alice.smith@example.com,(303) 662-5435,Poor,False,Sales,Texas
EMP1301,Alice,Smith,25.0,Inactive,2022-04-17,62598.69,alice.smith@example.com,(172) 131-4518,Average,True,Finance,Texas
EMP1302,Grace,Williams,35.0,Inactive,2022-02-08,55617.5,grace.williams@example.com,(515) 109-2267,Excellent,True,Finance,Florida
EMP1303,Charlie,Miller,35.0,Pending,2022-03-15,87018.98,charlie.miller@example.com,(592) 624-9450,Good,True,Cloud Tech,New York
EMP1304,David,Johnson,25.0,Inactive,2023-10-11,100336.58,david.johnson@example.com,(475) 410-2251,Excellent,True,Cloud Tech,California
EMP1305,Grace,Jones,30.0,Inactive,2020-11-13,69295.48,grace.jones@example.com,(677) 119-6420,Excellent,False,Admin,Florida
EMP1306,Bob,Brown,25.0,Pending,2024-04-17,115536.66,bob.brown@example.com,(522) 655-7675,Excellent,True,DevOps,Florida
EMP1307,David,Johnson,30.0,Pending,2020-03-09,81250.87,david.johnson@example.com,(952) 366-8787,Excellent,False,Cloud Tech,Texas
EMP1308,Alice,Garcia,30.0,Inactive,2022-06-17,66403.75,alice.garcia@example.com,(788) 361-9688,Good,False,DevOps,Texas
EMP1309,Alice,Miller,30.0,Active,2024-07-28,114147.79,alice.miller@example.com,(313) 503-0586,Excellent,False,Sales,California
EMP1310,Frank,Garcia,30.0,Pending,2022-12-03,65472.99,frank.garcia@example.com,(210) 552-4727,Good,False,HR,New York
EMP1311,Alice,Davis,30.0,Active,2023-07-06,97512.51,alice.davis@example.com,(633) 302-1259,Good,True,Sales,Nevada
EMP1312,Alice,Brown,35.0,Inactive,2024-05-28,86712.41,alice.brown@example.com,(650) 191-7919,Average,True,DevOps,Nevada
EMP1313,Grace,Davis,30.0,Active,2024-03-25,87654.98,grace.davis@example.com,(252) 131-0961,Poor,False,HR,Florida
EMP1314,David,Williams,35.0,Inactive,2020-04-28,89367.02,david.williams@example.com,(272) 847-6569,Poor,False,DevOps,New York
EMP1315,Charlie,Garcia,40.0,Active,2021-11-07,95269.41,charlie.garcia@example.com,(412) 009-2819,Good,True,Admin,California
EMP1316,Frank,Williams,25.0,Active,2020-04-15,68792.31,frank.williams@example.com,(667) 849-8435,Average,False,Sales,Nevada
EMP1317,Alice,Smith,25.0,Pending,2023-10-07,89119.53,alice.smith@example.com,(241) 862-3689,Good,True,Admin,Illinois
EMP1318,Frank,Davis,35.0,Active,2024-02-27,58212.13,frank.davis@example.com,(362) 891-7755,Good,False,Cloud Tech,New York
EMP1319,Heidi,Miller,30.0,Pending,2021-02-22,77764.24,heidi.miller@example.com,(620) 563-4110,Good,True,DevOps,Illinois
EMP1320,Frank,Garcia,35.0,Pending,2023-08-21,75148.17,frank.garcia@example.com,(595) 034-2810,Average,False,Finance,Florida
EMP1321,Heidi,Jones,40.0,Inactive,2024-04-08,108781.18,heidi.jones@example.com,(390) 438-3033,Poor,False,Cloud Tech,Nevada
EMP1322,Frank,Brown,35.0,Pending,2024-11-04,65489.19,frank.brown@example.com,(199) 097-0050,Average,True,Finance,Texas
EMP1323,Eva,Johnson,30.0,Pending,2022-05-05,70663.46,eva.johnson@example.com,(405) 468-3564,Excellent,False,Sales,Illinois
EMP1324,David,Miller,40.0,Inactive,2023-02-01,95822.56,david.miller@example.com,(215) 681-8208,Average,False,Sales,New York
EMP1325,Eva,Miller,40.0,Pending,2022-10-01,82258.03,eva.miller@example.com,(679) 042-2710,Average,True,DevOps,Nevada
EMP1326,Frank,Williams,30.0,Pending,2022-09-27,62883.34,frank.williams@example.com,(332) 288-9856,Average,False,Admin,Nevada
EMP1327,Alice,Davis,30.0,Pending,2020-04-09,103503.72,alice.davis@example.com,(254) 596-0632,Average,True,Cloud Tech,Texas
EMP1328,David,Garcia,25.0,Active,2021-03-23,85401.3,david.garcia@example.com,(991) 297-1023,Poor,True,DevOps,New York
EMP1329,Heidi,Garcia,40.0,Pending,2023-02-03,89696.07,heidi.garcia@example.com,(817) 175-2420,Excellent,False,Cloud Tech,Texas
EMP1330,Eva,Smith,30.0,Pending,2024-07-23,98850.14,eva.smith@example.com,(495) 511-2746,Poor,False,HR,Texas
EMP1331,Charlie,Smith,25.0,Active,2021-05-08,63435.24,charlie.smith@example.com,(472) 197-0545,Poor,False,Cloud Tech,Illinois
EMP1332,Frank,Brown,35.0,Inactive,2022-04-11,82129.84,frank.brown@example.com,(692) 758-9550,Average,False,Finance,Texas
EMP1333,David,Williams,35.0,Pending,2024-10-23,95492.61,david.williams@example.com,(687) 409-0379,Good,False,DevOps,Texas
EMP1334,Grace,Miller,40.0,Inactive,2020-04-24,94572.37,grace.miller@example.com,(214) 629-6135,Good,False,Finance,Illinois
EMP1335,Bob,Garcia,40.0,Inactive,2023-03-04,118413.05,bob.garcia@example.com,(715) 778-7111,Poor,False,Finance,Nevada
EMP1336,Alice,Jones,30.0,Pending,2022-08-31,68976.65,alice.jones@example.com,(166) 365-1558,Poor,True,Admin,Nevada
EMP1337,Eva,Williams,30.0,Active,2021-01-02,115013.65,eva.williams@example.com,(737) 147-0826,Average,False,Sales,Nevada
EMP1338,David,Brown,30.0,Inactive,2020-06-06,70949.38,david.brown@example.com,(235) 909-6055,Poor,True,Admin,Nevada
EMP1339,Grace,Brown,30.0,Pending,2020-10-13,105334.87,grace.brown@example.com,(730) 306-4420,Average,False,HR,Florida
EMP1340,Bob,Williams,32.5,Active,2020-07-19,80596.18,bob.williams@example.com,(214) 614-7682,Good,False,DevOps,California
EMP1341,Frank,Brown,30.0,Inactive,2024-05-03,72846.37,frank.brown@example.com,(420) 165-4234,Good,True,Sales,Illinois
EMP1342,Heidi,Williams,40.0,Pending,2022-02-07,80229.36,heidi.williams@example.com,(677) 826-5959,Excellent,False,Admin,California
EMP1343,Grace,Johnson,25.0,Active,2023-12-31,55145.47,grace.johnson@example.com,(893) 199-2549,Good,False,Sales,California
EMP1344,Grace,Williams,30.0,Inactive,2022-01-08,88014.10500000001,grace.williams@example.com,(272) 751-6479,Poor,True,DevOps,Florida
EMP1345,Eva,Davis,40.0,Active,2020-09-28,56110.81,eva.davis@example.com,(727) 910-3367,Good,False,HR,California
EMP1346,Grace,Williams,25.0,Inactive,2023-02-09,56514.5,grace.williams@example.com,(296) 353-3904,Average,False,Cloud Tech,Texas
EMP1347,Frank,Brown,40.0,Inactive,2022-03-05,104541.84,frank.brown@example.com,(504) 481-7765,Good,False,Cloud Tech,California
EMP1348,David,Garcia,30.0,Pending,2022-02-18,61865.12,david.garcia@example.com,(558) 685-1275,Excellent,True,Sales,New York
EMP1349,Eva,Davis,40.0,Active,2022-06-09,69317.33,eva.davis@example.com,(528) 928-6645,Good,False,Admin,Texas
EMP1350,Bob,Brown,35.0,Pending,2023-07-04,84706.17,bob.brown@example.com,(491) 111-0960,Average,False,HR,New York
EMP1351,Heidi,Smith,25.0,Active,2022-03-21,73255.21,heidi.smith@example.com,(798) 178-9045,Average,False,Admin,California
EMP1352,Frank,Smith,40.0,Pending,2023-05-02,59528.71,frank.smith@example.com,(337) 861-3714,Poor,False,HR,Florida
EMP1353,David,Garcia,40.0,Inactive,2021-10-15,70401.37,david.garcia@example.com,(766) 053-8443,Good,True,HR,New York
EMP1354,Heidi,Garcia,30.0,Inactive,2021-07-28,107154.62,heidi.garcia@example.com,(463) 060-0024,Average,True,Admin,California
EMP1355,Bob,Davis,30.0,Pending,2021-01-03,97719.88,bob.davis@example.com,(895) 529-6385,Excellent,False,Admin,Illinois
EMP1356,Heidi,Johnson,30.0,Pending,2020-05-21,107327.59,heidi.johnson@example.com,(396) 096-2625,Poor,False,Finance,California
EMP1357,Grace,Garcia,40.0,Inactive,2021-05-10,67687.72,grace.garcia@example.com,(582) 631-2818,Excellent,True,Admin,Nevada
EMP1358,Grace,Smith,40.0,Pending,2022-09-08,90757.08,grace.smith@example.com,(648) 253-1105,Good,True,Cloud Tech,Florida
EMP1359,Grace,Williams,30.0,Pending,2024-07-21,87583.42,grace.williams@example.com,(092) 098-1959,Good,False,Cloud Tech,California
EMP1360,Bob,Brown,25.0,Pending,2021-12-28,61643.69,bob.brown@example.com,(275) 233-4382,Good,True,Admin,Nevada
EMP1361,Grace,Smith,35.0,Active,2020-07-20,68111.69,grace.smith@example.com,(640) 412-0910,Poor,False,Finance,Texas
EMP1362,David,Smith,40.0,Inactive,2024-04-30,97568.88,david.smith@example.com,(791) 124-4210,Average,True,HR,Florida
EMP1363,Charlie,Johnson,35.0,Active,2021-08-28,79118.28,charlie.johnson@example.com,(753) 617-0616,Poor,True,Cloud Tech,Florida
EMP1364,Bob,Davis,30.0,Inactive,2022-07-21,104898.9,bob.davis@example.com,(136) 657-2239,Excellent,True,HR,California
EMP1365,Frank,Davis,40.0,Pending,2023-11-27,81671.3,frank.davis@example.com,(299) 015-5798,Poor,True,Cloud Tech,Florida
EMP1366,Alice,Miller,25.0,Pending,2020-08-11,97399.75,alice.miller@example.com,(802) 841-3907,Excellent,False,Cloud Tech,California
EMP1367,David,Johnson,30.0,Active,2021-11-08,89189.43,david.johnson@example.com,(088) 235-1304,Poor,True,Admin,Illinois
EMP1368,David,Williams,40.0,Active,2023-08-04,96011.55,david.williams@example.com,(231) 244-7314,Average,True,DevOps,New York
EMP1369,David,Davis,40.0,Inactive,2020-01-10,99331.49,david.davis@example.com,(847) 768-6341,Excellent,False,Sales,Florida
EMP1370,Bob,Brown,30.0,Active,2022-01-19,72818.94,bob.brown@example.com,(346) 199-4236,Good,True,Cloud Tech,Illinois
EMP1371,Eva,Garcia,40.0,Inactive,2023-05-07,77204.75,eva.garcia@example.com,(676) 945-9195,Good,True,Sales,Nevada
EMP1372,Bob,Johnson,35.0,Pending,2020-12-19,106961.68,bob.johnson@example.com,(639) 551-7207,Poor,False,HR,Florida
EMP1373,Eva,Garcia,30.0,Pending,2020-10-01,71923.0,eva.garcia@example.com,(496) 498-5600,Good,True,Sales,Texas
EMP1374,Bob,Smith,30.0,Active,2022-11-12,77192.43,bob.smith@example.com,(256) 253-1354,Excellent,False,HR,Nevada
EMP1375,Grace,Brown,40.0,Pending,2023-01-05,98540.3,grace.brown@example.com,(251) 050-5378,Good,False,Admin,Florida
EMP1376,Charlie,Brown,30.0,Inactive,2020-10-14,63096.9,charlie.brown@example.com,(538) 164-9382,Average,False,Admin,Florida
EMP1377,Alice,Smith,35.0,Active,2021-02-03,107065.12,alice.smith@example.com,(184) 919-6654,Average,False,Cloud Tech,Florida
EMP1378,Heidi,Johnson,40.0,Inactive,2023-12-25,108792.43,heidi.johnson@example.com,(330) 770-4610,Poor,True,DevOps,Florida
EMP1379,Bob,Smith,30.0,Inactive,2020-03-07,69239.7,bob.smith@example.com,(729) 596-3903,Excellent,False,Cloud Tech,New York
EMP1380,Charlie,Garcia,40.0,Inactive,2023-01-30,85756.42,charlie.garcia@example.com,(090) 742-6087,Average,True,Sales,Nevada
EMP1381,Eva,Miller,30.0,Active,2024-04-05,100328.62,eva.miller@example.com,(050) 171-6444,Average,True,HR,Illinois
EMP1382,Grace,Brown,25.0,Active,2021-09-01,111236.69,grace.brown@example.com,(561) 857-9063,Excellent,True,DevOps,Nevada
EMP1383,Eva,Jones,35.0,Active,2024-05-07,106832.22,eva.jones@example.com,(771) 591-0299,Good,True,Cloud Tech,Florida
EMP1384,Frank,Jones,32.5,Active,2023-06-15,59746.45,frank.jones@example.com,(215) 632-1357,Good,True,DevOps,Florida
EMP1385,David,Garcia,25.0,Pending,2021-07-29,91780.04,david.garcia@example.com,(004) 010-4144,Poor,True,Sales,California
EMP1386,Eva,Williams,35.0,Pending,2023-10-23,107062.66,eva.williams@example.com,(964) 229-7124,Good,True,Sales,California
EMP1387,Grace,Davis,25.0,Active,2023-12-07,110625.52,grace.davis@example.com,(296) 718-8396,Excellent,True,HR,Nevada
EMP1388,Frank,Smith,30.0,Inactive,2020-10-18,90419.79,frank.smith@example.com,(745) 731-4414,Average,True,DevOps,Florida
EMP1389,Grace,Smith,40.0,Pending,2024-06-15,111608.76,grace.smith@example.com,(833) 117-0302,Good,True,Finance,Texas
EMP1390,Eva,Williams,35.0,Inactive,2023-04-06,50173.12,eva.williams@example.com,(763) 715-3987,Poor,False,Finance,Florida
EMP1391,Bob,Williams,40.0,Pending,2022-01-03,109507.44,bob.williams@example.com,(547) 281-2355,Good,False,DevOps,Nevada
EMP1392,Grace,Garcia,30.0,Inactive,2021-07-03,72600.56,grace.garcia@example.com,(798) 363-1461,Excellent,False,Finance,New York
EMP1393,Charlie,Garcia,35.0,Pending,2024-04-10,53388.65,charlie.garcia@example.com,(491) 271-1306,Poor,True,Finance,California
EMP1394,Heidi,Williams,25.0,Inactive,2022-07-23,50047.32,heidi.williams@example.com,(240) 787-5417,Good,False,Cloud Tech,New York
EMP1395,David,Brown,30.0,Active,2024-11-25,115290.79,david.brown@example.com,(156) 326-8684,Poor,False,DevOps,California
EMP1396,Frank,Garcia,35.0,Pending,2023-08-21,61586.76,frank.garcia@example.com,(074) 510-6633,Excellent,False,Cloud Tech,California
EMP1397,Eva,Miller,30.0,Active,2023-12-12,56662.86,eva.miller@example.com,(362) 948-9785,Average,True,Finance,Nevada
EMP1398,Bob,Garcia,30.0,Pending,2023-10-24,82273.08,bob.garcia@example.com,(103) 131-0093,Excellent,True,Sales,New York
EMP1399,Frank,Smith,25.0,Active,2022-09-05,54957.98,frank.smith@example.com,(318) 143-9665,Excellent,True,Finance,Nevada
EMP1400,Bob,Garcia,25.0,Inactive,2020-10-07,76790.47,bob.garcia@example.com,(134) 732-3548,Excellent,True,HR,California
EMP1401,Charlie,Brown,30.0,Pending,2020-01-18,92722.35,charlie.brown@example.com,(401) 289-7431,Excellent,False,Cloud Tech,Illinois
EMP1402,Frank,Williams,30.0,Active,2022-04-23,93125.32,frank.williams@example.com,(512) 257-2075,Average,False,DevOps,Nevada
EMP1403,David,Smith,25.0,Active,2023-04-22,101100.64,david.smith@example.com,(502) 412-0956,Average,False,Cloud Tech,New York
EMP1404,Grace,Garcia,35.0,Inactive,2023-08-13,55897.41,grace.garcia@example.com,(907) 371-0093,Poor,False,Admin,New York
EMP1405,Eva,Brown,25.0,Active,2022-11-26,92484.88,eva.brown@example.com,(388) 221-1456,Good,True,DevOps,California
EMP1406,Grace,Miller,35.0,Active,2022-10-10,77011.99,grace.miller@example.com,(758) 474-5704,Average,True,DevOps,Texas
EMP1407,Bob,Garcia,30.0,Inactive,2020-09-27,77078.68,bob.garcia@example.com,(458) 971-4801,Average,True,Cloud Tech,California
EMP1408,Grace,Brown,35.0,Active,2024-04-11,82971.02,grace.brown@example.com,(632) 570-3964,Good,False,Sales,Nevada
EMP1409,Bob,Miller,25.0,Active,2021-06-20,65102.01,bob.miller@example.com,(313) 614-8781,Average,True,Sales,Texas
